Circle1:
(62, 136, 119)
(34, 121, 112)
(150, 195, 192)
(149, 196, 188)
(131, 188, 182)
(33, 126, 115)
(140, 187, 181)
(159, 194, 190)
(42, 128, 119)
(158, 187, 182)
(143, 194, 185)
(114, 159, 156)
(87, 157, 149)
(136, 192, 183)
(52, 127, 120)
(152, 192, 191)
(145, 191, 181)
(29, 121, 108)
(25, 129, 120)
(129, 186, 179)
(160, 195, 191)
(153, 186, 177)
(126, 187, 182)
(110, 172, 167)
(128, 191, 182)
(148, 191, 182)
(153, 190, 183)
(156, 194, 183)
(128, 183, 177)
(50, 132, 120)
(119, 182, 174)
(86, 151, 143)
(21, 123, 112)
(33, 126, 105)
(82, 141, 137)
(95, 161, 151)
(121, 177, 174)
(34, 125, 108)
(148, 187, 184)
(157, 194, 187)
(30, 122, 109)
(156, 187, 179)
(149, 199, 188)
(33, 129, 115)
(40, 120, 111)
(150, 199, 193)
(150, 202, 198)
(149, 192, 185)
(71, 144, 133)
(46, 124, 108)
(158, 197, 194)
(152, 192, 181)
(159, 193, 192)
(98, 165, 158)
(26, 124, 111)
(29, 127, 114)
(126, 187, 172)
(69, 137, 136)
(125, 183, 171)
(155, 192, 184)
(26, 117, 108)
(26, 128, 117)
(27, 124, 115)
(145, 198, 188)
(116, 177, 169)
(160, 187, 182)
(129, 189, 179)
(152, 188, 188)
(138, 191, 183)
(163, 190, 185)
(148, 194, 183)
(153, 193, 184)
(109, 171, 166)
(151, 193, 191)
(154, 189, 182)
(21, 122, 106)
(58, 130, 119)
(55, 134, 128)
(37, 123, 110)
(32, 128, 116)
(157, 188, 182)
(21, 126, 112)
(156, 193, 185)
(130, 190, 182)
(127, 184, 177)
(157, 192, 188)
(140, 196, 187)
(41, 122, 115)
(146, 191, 186)
(34, 121, 105)
(156, 197, 191)
(49, 125, 115)
(46, 122, 110)
(140, 189, 183)
(42, 111, 108)
(149, 191, 187)
(23, 127, 118)
(107, 170, 162)
(159, 189, 189)
(132, 187, 181)
(20, 121, 107)
(155, 198, 189)
(25, 127, 116)
(145, 201, 188)
(70, 137, 128)
(100, 157, 150)
(152, 191, 188)
(61, 128, 121)
(129, 188, 182)
(161, 182, 183)
(161, 193, 192)
(151, 196, 191)
(39, 126, 110)
(103, 161, 149)
(21, 121, 109)
(28, 120, 109)
(64, 139, 132)
(24, 126, 104)
(160, 190, 190)
(146, 193, 185)
(32, 124, 113)
(34, 116, 102)
(148, 197, 191)
(137, 184, 178)
(153, 192, 191)
(147, 187, 178)
(147, 190, 183)
(156, 189, 182)
(50, 127, 119)
(33, 131, 118)
(27, 126, 105)
(114, 171, 162)
(101, 166, 160)
(33, 123, 113)
(72, 150, 137)
(27, 130, 111)
(91, 165, 150)
(149, 194, 187)
(133, 190, 181)
(61, 141, 130)
(42, 118, 114)
(46, 130, 117)
(52, 132, 123)
(53, 128, 121)
(25, 123, 108)
(38, 135, 118)
(109, 169, 157)
(61, 131, 121)
(20, 128, 113)
(145, 181, 177)
(153, 191, 180)
(25, 126, 118)
(154, 187, 178)
(37, 113, 103)
(26, 123, 116)
(37, 114, 104)
(161, 192, 194)
(154, 191, 184)
(37, 125, 113)
(24, 132, 109)
(92, 151, 145)
(137, 190, 184)
(77, 147, 139)
(128, 189, 181)
(22, 117, 109)
(51, 123, 111)
(31, 123, 110)
(141, 194, 188)
(147, 194, 184)
(41, 121, 112)
(105, 156, 151)
(42, 137, 117)
(149, 200, 193)
(141, 187, 184)
(139, 192, 182)
(33, 119, 110)
(133, 193, 181)
(150, 189, 188)
(23, 125, 114)
(27, 110, 100)
(62, 121, 115)
(142, 195, 185)
(62, 132, 124)
(98, 159, 151)
(45, 126, 109)
(139, 188, 184)
(36, 120, 107)
(161, 192, 184)
(19, 127, 111)
(151, 194, 187)
(110, 180, 170)
(145, 195, 186)
(29, 125, 113)
(35, 116, 110)
(154, 194, 185)
(152, 194, 192)
(154, 186, 181)
(154, 197, 190)
(144, 200, 189)
(64, 137, 128)
(28, 130, 116)
(89, 155, 143)
(153, 190, 182)
(110, 176, 172)
(22, 127, 112)
(40, 125, 104)
(84, 155, 151)
(31, 129, 116)
(18, 124, 114)
(32, 125, 114)
(157, 194, 186)
(157, 186, 182)
(41, 116, 109)
(128, 185, 178)
(147, 200, 190)
(31, 122, 113)
(30, 112, 100)
(30, 131, 113)
(31, 119, 107)
(85, 138, 132)
(156, 191, 184)
(131, 184, 178)
(23, 120, 111)
(132, 189, 174)
(149, 185, 181)
(149, 196, 190)
(150, 192, 188)
(25, 132, 114)
(24, 128, 119)
(16, 123, 107)
(114, 173, 169)
(23, 129, 115)
(143, 194, 187)
(27, 116, 110)
(19, 130, 111)
(110, 176, 162)
(26, 121, 113)
(161, 187, 186)
(70, 143, 132)
(143, 198, 193)
(135, 193, 181)
(28, 133, 116)
(29, 121, 110)
(138, 195, 188)
(39, 116, 106)
(65, 140, 133)
(37, 135, 120)
(160, 184, 184)
(21, 126, 111)
(138, 188, 185)
(22, 123, 109)
(82, 145, 137)
(31, 114, 104)
(148, 191, 184)
(41, 131, 119)
(104, 170, 160)
(78, 146, 133)
(141, 196, 190)
(146, 195, 191)
(34, 125, 110)
(127, 166, 163)
(133, 183, 174)
(30, 122, 111)
(156, 187, 181)
(79, 146, 137)
(105, 170, 164)
(149, 199, 190)
(35, 130, 110)
(26, 132, 112)
(142, 194, 182)
(25, 128, 111)
(107, 174, 167)
(152, 192, 183)
(143, 193, 190)
(154, 195, 187)
(25, 120, 112)
(125, 186, 179)
(154, 192, 181)
(70, 141, 133)
(27, 124, 117)
(161, 197, 197)
(151, 200, 196)
(19, 130, 114)
(38, 115, 105)
(103, 165, 154)
(74, 145, 137)
(21, 125, 114)
(47, 117, 107)
(34, 120, 107)
(137, 188, 183)
(118, 174, 171)
(96, 163, 156)
(75, 137, 134)
(51, 117, 113)
(156, 186, 184)
(142, 189, 179)
(46, 122, 112)
(25, 131, 111)
(43, 131, 119)
(149, 191, 189)
(142, 192, 189)
(116, 179, 171)
(20, 128, 112)
(20, 120, 108)
(29, 119, 107)
(29, 130, 116)
(19, 125, 111)
(155, 187, 182)
(155, 198, 191)
(67, 138, 122)
(153, 195, 185)
(154, 191, 183)
(152, 191, 190)
(154, 183, 179)
(138, 194, 185)
(153, 196, 186)
(151, 196, 193)
(153, 188, 182)
(135, 188, 180)
(119, 180, 173)
(21, 121, 111)
(32, 123, 114)
(82, 147, 139)
(30, 120, 108)
(146, 182, 178)
(150, 194, 181)
(56, 134, 121)
(146, 193, 187)
(156, 196, 187)
(156, 188, 183)
(50, 115, 111)
(101, 163, 152)
(147, 198, 189)
(30, 132, 118)
(24, 121, 112)
(113, 174, 166)
(165, 191, 188)
(114, 171, 164)
(43, 129, 120)
(149, 194, 189)
(23, 130, 120)
(72, 143, 135)
(38, 124, 111)
(152, 186, 187)
(155, 185, 183)
(151, 187, 183)
(125, 169, 168)
(37, 136, 116)
(67, 145, 129)
(160, 189, 187)
(154, 190, 186)
(28, 111, 101)
(110, 173, 165)
(154, 187, 180)
(119, 178, 174)
(153, 184, 179)
(110, 169, 167)
(55, 125, 123)
(79, 147, 134)
(32, 119, 111)
(30, 116, 105)
(22, 117, 111)
(31, 123, 112)
(149, 197, 185)
(150, 193, 183)
(150, 185, 179)
(111, 177, 173)
(30, 128, 115)
(30, 120, 111)
(120, 179, 177)
(114, 174, 164)
(69, 135, 125)
(150, 196, 193)
(159, 187, 188)
(139, 192, 184)
(81, 144, 133)
(162, 195, 188)
(25, 126, 110)
(71, 142, 134)
(116, 181, 173)
(43, 118, 114)
(107, 172, 166)
(81, 148, 139)
(115, 175, 167)
(161, 191, 191)
(99, 167, 154)
(90, 158, 147)
(126, 177, 170)
(109, 165, 156)
(55, 135, 126)
(39, 120, 111)
(154, 186, 183)
(134, 186, 182)
(73, 146, 137)
(48, 126, 112)
(160, 188, 189)
(118, 175, 168)
(128, 183, 178)
(47, 123, 111)
(92, 162, 151)
(147, 188, 182)
(31, 118, 109)
(153, 183, 181)
(148, 195, 189)
(50, 125, 118)
(119, 175, 172)
(157, 186, 184)
(157, 187, 185)
(17, 125, 110)
(113, 173, 163)
(86, 145, 141)
(158, 194, 190)
(140, 186, 184)
(23, 120, 113)
(149, 185, 183)
(150, 192, 190)
(117, 180, 172)
(142, 198, 187)
(81, 151, 140)
(155, 192, 185)
(20, 126, 112)
(143, 194, 189)
(144, 191, 181)
(155, 184, 180)
(48, 124, 114)
(153, 193, 185)
(145, 202, 195)
(154, 189, 183)
(41, 134, 113)
(38, 119, 110)
(103, 169, 159)
(64, 140, 130)
(48, 125, 115)
(28, 125, 114)
(118, 181, 173)
(28, 122, 108)
(32, 128, 117)
(31, 121, 109)
(31, 132, 118)
(156, 193, 186)
(157, 189, 184)
(69, 136, 127)
(24, 127, 110)
(157, 185, 186)
(79, 142, 133)
(31, 118, 112)
(156, 190, 189)
(23, 123, 113)
(24, 119, 111)
(132, 184, 172)
(159, 185, 184)
(152, 196, 183)
(28, 132, 107)
(72, 148, 138)
(126, 186, 176)
(117, 179, 174)
(65, 139, 124)
(158, 186, 189)
(154, 195, 189)
(35, 115, 104)
(155, 191, 187)
(125, 174, 170)
(25, 120, 114)
(90, 141, 136)
(64, 136, 122)
(144, 187, 178)
(161, 186, 190)
(18, 123, 109)
(112, 174, 163)
(154, 185, 180)
(41, 130, 110)
(83, 154, 146)
(28, 121, 111)
(21, 125, 116)
(121, 177, 168)
(31, 117, 106)
(153, 182, 178)
(150, 190, 182)
(22, 119, 108)
(148, 190, 189)
(34, 120, 109)
(112, 178, 174)
(156, 192, 188)
(101, 167, 157)
(31, 121, 112)
(69, 151, 137)
(141, 191, 188)
(42, 131, 113)
(133, 186, 176)
(88, 166, 150)
(33, 124, 115)
(143, 193, 182)
(43, 122, 116)
(27, 134, 118)
(132, 183, 174)
(72, 140, 129)
(123, 174, 167)
(45, 123, 110)
(81, 153, 142)
(152, 195, 185)
(100, 168, 155)
(119, 183, 167)
(143, 178, 174)
(26, 119, 111)
(81, 154, 143)
(151, 192, 184)
(20, 120, 110)
(29, 119, 109)
(19, 125, 113)
(155, 187, 184)
(48, 131, 115)
(74, 147, 138)
(161, 189, 190)
(153, 184, 178)
(160, 194, 193)
(148, 189, 183)
(153, 188, 184)
(32, 119, 110)
(93, 156, 148)
(164, 190, 187)
(118, 173, 167)
(137, 192, 187)
(30, 120, 110)
(156, 188, 185)
(94, 164, 154)
(141, 187, 185)
(31, 120, 114)
(50, 116, 114)
(165, 191, 190)
(94, 160, 156)
(139, 188, 185)
(43, 118, 113)
(149, 194, 191)
(25, 130, 115)
(45, 122, 112)
(154, 194, 186)
(38, 124, 113)
(32, 119, 100)
(151, 187, 185)
(70, 140, 132)
(29, 126, 115)
(37, 120, 110)
(108, 174, 164)
(154, 190, 188)
(155, 197, 195)
(151, 191, 191)
(41, 125, 110)
(32, 125, 115)
(47, 127, 116)
(41, 124, 114)
(163, 189, 186)
(128, 185, 179)
(33, 130, 111)
(147, 192, 187)
(56, 129, 120)
(34, 118, 105)
(146, 188, 186)
(24, 121, 104)
(159, 190, 182)
(111, 174, 165)
(130, 181, 174)
(156, 191, 185)
(40, 121, 112)
(157, 191, 190)
(24, 124, 114)
(50, 119, 114)
(150, 185, 181)
(33, 126, 118)
(123, 183, 173)
(79, 140, 132)
(149, 189, 188)
(17, 119, 106)
(158, 187, 185)
(27, 117, 107)
(72, 142, 131)
(45, 125, 112)
(158, 183, 187)
(52, 127, 123)
(25, 118, 108)
(136, 193, 187)
(144, 195, 186)
(100, 163, 154)
(162, 187, 191)
(19, 124, 110)
(160, 192, 189)
(154, 193, 188)
(28, 114, 103)
(145, 184, 181)
(29, 122, 112)
(125, 184, 180)
(39, 120, 113)
(154, 186, 185)
(73, 146, 139)
(21, 127, 113)
(141, 193, 181)
(56, 132, 120)
(75, 147, 133)
(157, 193, 189)
(147, 188, 184)
(149, 189, 178)
(156, 187, 182)
(40, 117, 109)
(30, 123, 113)
(159, 190, 185)
(17, 125, 112)
(147, 181, 180)
(162, 197, 190)
(143, 190, 180)
(46, 124, 111)
(158, 194, 192)
(152, 192, 184)
(36, 122, 111)
(25, 117, 102)
(152, 193, 185)
(45, 129, 113)
(126, 179, 171)
(20, 126, 114)
(145, 186, 180)
(29, 116, 107)
(70, 150, 139)
(72, 142, 134)
(134, 185, 178)
(151, 200, 197)
(119, 185, 173)
(164, 191, 184)
(126, 183, 177)
(28, 121, 110)
(37, 119, 107)
(29, 120, 113)
(154, 189, 185)
(164, 195, 190)
(28, 125, 116)
(40, 139, 118)
(144, 194, 193)
(22, 122, 112)
(121, 181, 173)
(141, 192, 183)
(31, 121, 111)
(57, 124, 115)
(37, 116, 110)
(157, 189, 186)
(40, 123, 115)
(49, 129, 116)
(147, 203, 194)
(79, 149, 138)
(146, 199, 193)
(33, 125, 110)
(94, 161, 152)
(78, 154, 141)
(27, 115, 103)
(23, 123, 115)
(98, 158, 148)
(159, 185, 186)
(139, 194, 189)
(81, 146, 138)
(162, 197, 193)
(155, 188, 179)
(74, 148, 133)
(63, 139, 127)
(28, 124, 110)
(154, 195, 191)
(155, 191, 189)
(83, 151, 138)
(145, 194, 188)
(144, 187, 180)
(77, 148, 134)
(28, 128, 116)
(67, 143, 130)
(39, 119, 110)
(148, 193, 188)
(57, 130, 121)
(154, 188, 187)
(93, 160, 153)
(22, 129, 119)
(118, 185, 176)
(104, 162, 150)
(156, 196, 188)
(40, 126, 115)
(31, 117, 108)
(31, 128, 117)
(56, 127, 119)
(146, 186, 185)
(22, 119, 110)
(88, 154, 142)
(156, 192, 190)
(52, 144, 123)
(124, 184, 174)
(33, 121, 107)
(141, 191, 190)
(79, 149, 141)
(46, 129, 119)
(152, 183, 177)
(16, 121, 107)
(114, 154, 153)
(90, 162, 151)
(151, 188, 180)
(91, 158, 149)
(35, 126, 111)
(42, 127, 122)
(125, 185, 177)
(145, 196, 187)
(135, 191, 182)
(161, 186, 182)
(134, 187, 181)
(80, 146, 136)
(155, 194, 189)
(38, 128, 118)
(151, 191, 190)
(44, 120, 110)
(155, 187, 186)
(74, 147, 140)
(146, 186, 175)
(164, 186, 183)
(144, 197, 191)
(163, 193, 191)
(148, 189, 185)
(30, 124, 110)
(24, 125, 109)
(150, 193, 184)
(33, 127, 113)
(59, 129, 121)
(122, 187, 181)
(147, 186, 183)
(31, 124, 114)
(165, 197, 194)
(158, 188, 180)
(42, 126, 111)
(156, 188, 187)
(33, 117, 104)
(94, 164, 156)
(150, 196, 194)
(149, 190, 182)
(152, 194, 182)
(158, 189, 181)
(16, 124, 108)
(17, 123, 111)
(27, 129, 116)
(98, 159, 154)
(36, 128, 115)
(139, 185, 182)
(125, 189, 173)
(26, 122, 108)
(151, 191, 180)
(158, 192, 191)
(132, 179, 173)
(155, 200, 195)
(160, 193, 184)
(19, 124, 109)
(134, 190, 181)
(161, 192, 187)
(19, 127, 114)
(45, 122, 114)
(145, 192, 184)
(35, 125, 113)
(29, 122, 111)
(160, 197, 190)
(106, 158, 156)
(44, 127, 117)
(20, 124, 113)
(28, 118, 108)
(151, 187, 187)
(29, 126, 117)
(67, 137, 129)
(37, 120, 112)
(92, 162, 152)
(164, 193, 189)
(163, 189, 188)
(147, 192, 189)
(76, 148, 136)
(30, 123, 112)
(159, 190, 184)
(53, 131, 115)
(147, 193, 190)
(49, 130, 121)
(156, 191, 187)
(124, 187, 178)
(30, 127, 118)
(24, 124, 116)
(27, 121, 107)
(123, 183, 175)
(124, 179, 173)
(68, 139, 131)
(151, 197, 186)
(16, 131, 114)
(123, 184, 176)
(142, 191, 185)
(52, 123, 119)
(152, 197, 190)
(100, 170, 160)
(45, 125, 114)
(28, 129, 113)
(37, 120, 102)
(155, 196, 192)
(36, 116, 107)
(154, 190, 180)
(145, 190, 185)
(126, 176, 173)
(99, 156, 149)
(29, 129, 117)
(37, 123, 112)
(160, 192, 191)
(154, 193, 190)
(155, 189, 188)
(47, 129, 117)
(153, 194, 186)
(157, 190, 181)
(144, 185, 179)
(73, 135, 132)
(21, 127, 115)
(96, 157, 149)
(146, 191, 188)
(148, 203, 198)
(75, 147, 135)
(121, 174, 168)
(156, 197, 193)
(157, 193, 191)
(137, 193, 190)
(147, 196, 190)
(146, 192, 189)
(34, 122, 108)
(150, 176, 173)
(159, 186, 181)
(24, 120, 108)
(149, 189, 180)
(147, 189, 187)
(139, 195, 184)
(30, 112, 106)
(139, 194, 188)
(30, 123, 115)
(33, 119, 106)
(132, 188, 179)
(17, 122, 108)
(27, 120, 109)
(151, 193, 183)
(152, 189, 181)
(132, 189, 180)
(162, 187, 183)
(45, 121, 111)
(25, 121, 110)
(151, 186, 179)
(20, 126, 116)
(0, 255, 0)
(155, 195, 194)
(134, 185, 180)
(164, 191, 186)
(144, 191, 185)
(125, 187, 182)
(37, 108, 100)
(40, 127, 110)
(47, 114, 105)
(77, 134, 127)
(18, 124, 110)
(30, 119, 99)
(157, 199, 197)
(49, 126, 108)
(27, 127, 103)
(34, 128, 114)
(157, 196, 191)
(66, 133, 124)
(22, 122, 114)
(141, 192, 185)
(159, 189, 181)
(22, 123, 115)
(157, 189, 188)
(131, 184, 174)
(149, 195, 185)
(98, 164, 152)
(33, 125, 112)
(17, 117, 105)
(24, 116, 105)
(30, 126, 115)
(94, 161, 154)
(113, 176, 167)
(53, 129, 119)
(27, 123, 109)
(25, 123, 110)
(152, 195, 186)
(143, 186, 179)
(155, 195, 184)
(61, 131, 123)
(20, 128, 115)
(39, 122, 104)
(65, 138, 127)
(135, 195, 187)
(39, 133, 119)
(35, 119, 106)
(89, 157, 144)
(57, 134, 116)
(160, 191, 183)
(37, 133, 119)
(39, 125, 114)
(144, 194, 185)
(28, 124, 112)
(144, 178, 177)
(148, 190, 180)
(20, 125, 118)
(155, 191, 191)
(145, 194, 190)
(37, 118, 112)
(57, 137, 126)
(144, 190, 187)
(148, 182, 181)
(148, 193, 190)
(121, 184, 175)
(147, 194, 186)
(31, 124, 113)
(118, 185, 178)
(148, 194, 191)
(150, 197, 189)
(22, 126, 115)
(60, 137, 127)
(30, 121, 112)
(31, 128, 119)
(69, 139, 131)
(88, 154, 144)
(159, 188, 183)
(124, 184, 176)
(98, 160, 149)
(33, 121, 109)
(158, 193, 186)
(139, 196, 190)
(88, 158, 150)
(49, 121, 117)
(162, 188, 185)
(91, 155, 141)
(27, 119, 106)
(142, 185, 178)
(161, 192, 186)
(25, 130, 116)
(26, 124, 109)
(155, 191, 181)
(89, 155, 145)
(137, 191, 177)
(110, 163, 155)
(41, 132, 114)
(39, 124, 117)
(155, 194, 191)
(32, 131, 111)
(153, 199, 189)
(19, 121, 110)
(144, 193, 187)
(153, 195, 191)
(118, 180, 175)
(30, 132, 111)
(137, 187, 184)
(157, 198, 194)
(48, 127, 121)
(138, 194, 191)
(157, 188, 180)
(146, 197, 192)
(141, 191, 182)
(24, 125, 111)
(150, 193, 186)
(42, 114, 103)
(156, 195, 192)
(159, 192, 185)
(60, 133, 124)
(105, 164, 160)
(31, 124, 116)
(165, 197, 196)
(43, 130, 114)
(107, 165, 153)
(117, 174, 165)
(159, 184, 180)
(27, 125, 112)
(25, 125, 113)
(152, 194, 184)
(27, 118, 109)
(162, 184, 182)
(36, 124, 110)
(36, 128, 117)
(161, 188, 183)
(151, 191, 182)
(152, 187, 180)
(160, 193, 186)
(160, 185, 182)
(145, 192, 186)
(51, 134, 116)
(163, 192, 187)
(70, 129, 127)
(153, 198, 191)
(47, 131, 118)
(164, 189, 185)
(144, 189, 184)
(41, 132, 117)
(105, 167, 156)
(66, 138, 127)
(141, 197, 188)
(67, 129, 126)
(105, 168, 157)
(131, 173, 169)
(150, 196, 186)
(76, 137, 129)
(33, 131, 116)
(158, 191, 182)
(17, 122, 107)
(133, 188, 183)
(159, 183, 183)
(78, 143, 137)
(33, 123, 111)
(69, 134, 130)
(43, 129, 116)
(158, 195, 188)
(72, 149, 139)
(81, 151, 143)
